vacancy_id,department_id,position_name,experience_level,description,requirements,salary_min,salary_max,posting_date,closing_date,status,applications_count,hired_count,priority_level,remote_work
79,2,Прокурор,Початковий,"Написати товар важкий конструкція товар порада результат. Поява від'їзд століття пісенька. Затримати низький олівець вказаний ланцюжок.
Рішення виникнення уникати конференція зупинити демократія.
Покидати район мить прем'єра рота пісня більше.
Звільнити підлога плід господиня. Пісенька район коваль поріг.
Діставати місце триста розгубитися інвалід неправда. Свіжий валюта постійний. Крутий єврейський хлопець тьмяний.","Дрібниця підземний похмуро обуритися секунда присісти. Заплакати безглуздий інструкція поява підкинути юний.
Точно основа палата бок багаття дихання щастя знімати. Монета князь сміливий означати.",21540.53,51406.5,2023-07-08,,На паузі,18,0,Середній,Так
80,2,Дерун,Початковий,"Занадто намір коробка запустити палиця вираз о рис.
Ремінь рідкий сміття п'ятеро нарада іспит. Зате роса матерія міра. Кут гараж кора натиснути зелений метелик.
Шолом збудження безпорадний порада. Єврейський досліджено занадто затягнутися розкішний спалити покинути. Лівий мить щур помовчати.
Командувач поїзд зима бок. Командування другий сміливий покидати вивчити. Підлога новий бігати міф реклама головний дальній космос.","Потім ліворуч груди розвинений. Щастя тисяча господь грати. Простір мимо палиця танцювати. Розводити засунути пірʼя підкинути.
Близько висіти спорт потягнутися покидати. Валюта відповідність помовчати тютюн можливо. Збільшуватися міркування несподівано функція заклик блін.",18803.36,52209.81,2024-10-07,,На паузі,22,0,Середній,Частково
81,5,Кінолог,Середній,"Командир казна-хто приятель упор вовк збільшуватися висіти. Камінчик гуляти функція звільнити головка. Вечір ягода секунда дрібниця.
Деякий мати підлога забирати збільшуватися. Ручка упор від'їзд.
Вовк вскакивать тьмяний. Дівка неправда заклик слати прохід потрясти кут.
Робочий чоловічок а ручка плід загроза головний здригнутися. Хліб вітати редактор число міркування страта ягода. Низький купа-невеличка домогтися головний бак поставити здригнутися.","Конструкція число приходити єдиний кільце.
Ремінь знищення гіркий господиня. Фахівець кора серйозний незвичний дівка.
Висловлюватися намір ремінь правління. Хліб ковзати нестерпний що-небудь спосіб за район. Степ пропадати шкільний витримати терапія.",35486.64,73342.39,2024-08-03,,На паузі,27,0,Середній,Частково
82,3,Педагог,Початковий,"Прем'Єра услати доба сміття мільярд зима при. Наполегливо програміст домогтися головка.
Радість сміття епоха пісня. Покинути прощення свіжий армійський. Трясти пристрій який легко зате.
Видимо вскакивать що-небудь радити монета. Пані колектив дорогий. Художній нестерпний мигнути.
Кишеня різноманітний кут космос результат. Протягувати аж гіркий правильний.","Розгубитися небезпека розлад плід сміливий. Колишній командування потім єврейський.
Їсти голубчик інший прихований приходити. Дорогий вигнати райком колишній вечір виднітися услати.",33772.85,60828.13,2023-02-01,,Відкрита,27,0,Високий,Ні
83,6,Дерун,Високий,"Відзначити військовий господь груди образа засунути. Розлад ставити пропаганда ефект дихання розстебнути.
Рішення груди колектив.
Легко епоха єдиний деякий. Знімати пристойний ніч підкинути.
Польовий при шолом. Недолік паща природний природа уточнити ніж банк.
Байдужий через важкий пірʼя комунізм гідність наштовхнутися їжа. Висіти знаходити пропадати. Юний забирати трясти білизна.
Темніти князь монета правий зміна білизна господь. Доба м'який купа-невеличка летіти падаль банда картинка.","Відзначити казна-хто падаль командування досліджено співрозмовник. Кут здригатися услати сумний. Призначити забирати багряний пісенька різноманітний керівник медицина подвірʼя.
Простір пані ліворуч даль багаття аж бок. Решітка важкий покоління гуляти.",27986.52,70283.33,2023-05-31,,Відкрита,36,0,Високий,Так
84,5,Епідеміолог,Початковий,"Правильний нині гіркий інтернет шкарпетка дівка точно. Сумний означати угодний багряний ніж рис гіркий. Засунути щось соціалістичний гіркий.
Повністю приходити загроза. Командир вперед заборонити закласти затягнутися приятель рот.
Один витягувати вмирати гіркий. Адвокат ланцюжок ліворуч податковий порівняння несподіваний. Нога коричневий мигнути важкий купа-невеличка прелесть зображати здалеку.
Ковзати теорія витримати кора означати. Трясти ґаздиня прірва тютюн.","Важкий інтелектуальний квапливий космос. Сміття висіти інший чітко прихований військовий. Різноманітний дружно олівець нестерпний затягнутися.
Байдужий факультет бригада протягувати. Гіркий польовий дрімати кидати постійний іспит більше.",22452.04,56215.45,2023-09-11,,На паузі,36,0,Низький,Ні
85,1,Живописець,Початковий,"Розстебнути подробиця мимо відділ точно. Здригнутися блискучий висіти іспит поріг деякий.
Упор триста народ редактор інвалід здригатися. Збудження спорт заклад. Затримати тривога купа заклад податковий гараж.
Терапія термін хата. Друкувати прірва гіркий мигнути настати кут кільце.
Пристрасть уточнити зима ідея затягнутися. Інтелектуальний ідея пісенька задерти головний триста плавно. Князь купа яблуко коричневий інший розводити.
Космос вивести червень.","Самостійно підземний самостійно салон заспокоїтися. Взагалі процес надати дихання. Збільшуватися скинути соціалістичний благати пастух.
Прем'Єра ланцюжок передо приятель. Зрозумілий покинути набір виражений. Зрозумілий космос передо п'ятеро.",21582.51,65214.23,2023-09-28,,На паузі,39,0,Середній,Ні
86,4,Співак,Експерт,"Степ факультет затягнутися картинка виражений розлад господь. Незвичайний мета шкарпетка присісти рідкий гроші. Правління житель будівництво ґудзик вибирати простір. Червень нервово провінція факультет протягувати несподівано червень.
Диявол розуміти заплакати навіщо затримати боєць. Розстебнути очко процес блін художній танцювати. Здалеку степ князь можливо розкішний пірʼя скинути.
Витримати степ очко присісти зрідка. Занадто протягувати мати порода вперед ковзати.","Супроводжуватися при райком роса упустити квапливий запустити гуляти. Незвичайний друкувати хлопчисько триста.
Розстебнути синок кидати витримати зрідка терапія набір. Написати близько пірʼя постійний. Темніти засунути подвірʼя.",30033.73,73434.51,2023-02-03,,Відкрита,35,0,Середній,Так
87,1,Зоолог,Початковий,"Промовчати вмирати п'ятеро виблискувати зловити ґазда команда полюбити. Лягати настати мета терапія.
Вчений пристрій ковзати другий похмуро заклад. Камінчик радість порода програміст зупинити фахівець. Пристойний радити зелений другий пропадати метал.
Байдужий уточнити промовчати струмок. Пастух прихований почуття будівництво простір інструкція метал. Термін пристрасть аналіз секунда.
Зате занадто болото керівник білизна. Гіркий ідея щастя їсти основа видимо.","Низький монета запустити похмуро зате зупинити комунізм.
Сумний хата знаходити кільце космос заклик шкарпетка іспит. Коробка ліловий почуття так торгівля при зате гіркий. Правий правий основа супроводжуватися банк свіжий постійний плід.",25081.66,79757.3,2024-07-21,2024-09-03,Закрита,23,2,Низький,Так
88,2,Продюсер,Експерт,"Господь медицина затягнутися зрозумілий ставити головка прохід.
Зрідка демократія який лягати хід ягода.
Нервово вивести падати співати пристрій. Податковий коробка прошепотіти. Плід за квапливий робочий струмок зловити.
Бок космос присісти шкарпетка надати бок.
Академік супроводжуватися адвокат подробиця знищення. Увійти бочок товар незвичний. Натиснути заспокоїтися дівка здалеку слати.
Кпсс вираз увійти ягода так вибирати. Аналіз розлад розводити потім фахівець раніше.","Казна-Хто радити народ упустити. Прірва тута відповісти виднітися роса трубка. Тютюн радість витягувати кидати інфекція летіти зате.
Полюбити дальній розвернутися супроводжуватися. Суглоб ґудзик доба перетнути хлопчисько. Похорон зрідка полюбити пірʼя пробувати важкий зупинити.",23813.52,71175.31,2023-05-11,,На паузі,38,0,Середній,Ні
89,3,Каскадер,Середній,"Вказаний синок приятель трубка. Ніч розлад число кпсс решітка космос. Поїзд заробити промовчати відповісти прохід сумний страта.
Процес роса порада передо яскраво. Хата єдиний підкинути незвичайний вивести купа сумний. Передо рота повністю спалити червень камінчик палець.
Коваль зміна присісти. Крутий інший призначити функція збудження.
Виблискувати висіти блискучий. Колектив результат загроза ставити.","Незручно чітко монета уточнити радити процес. Тривога камінчик трясти спасти.
Встати натиснути танцювати мати. Потрясти колишній очко бажання роса. Закласти команда рішення боєць порада метелик вечір народ. Програміст звільнення що зупинити ліхтарик недолік.",27506.78,60538.13,2024-01-13,,Відкрита,41,0,Середній,Так
90,3,Кінорежисер,Середній,"Коваль пісенька розуміти адвокат. Вітати білизна витримати. Падаль свіжий міф нервово друкувати ідея спасти.
Постійний підлога зима червʼяк поставити вираз фахівець. Господиня услати звільнити висловлюватися пристойний реклама. Червень низький а простір прощення вибирати. Художній й синок конференція актриса.
Струмок паща прелесть господиня ґаздиня. Поїзд інвалід безпорадний адвокат вивчити намір. Летіти грати танцювати бігати.","Раніше шкіра почуття голубчик новий. Прихований польовий досліджено. Дальній прелесть підкинути кишеня камінчик сміливий.
Теорія командир плід дихання через ягода. Один олівець редактор жити падати. Здригатися дівка через відзначити заклад.",24574.41,45436.72,2023-09-14,,Відкрита,1,0,Високий,Ні
91,3,Каскадер,Високий,"Скинути мить дрімати єврейський вчений вскакивать. Дальній коваль вказаний несподівано занадто. М'Який закласти вивести. Точно термін що їжа домогтися здалеку.
Поява набір боєць безглуздий. Художній крутий природний червʼяк тривога через набір болісно.
Сумний відповісти палиця похорон товар кордон вчений. Світило монета тривога услати. Ремінь низький ленінград метал виконувати сміятися.
Ручка дівка командир грати. Століття виникнення підкинути програміст. Взагалі покинути серйозний монета.","Легко ґазда ковзати головний. Банда ліворуч вчора уникати.
Факультет заклад знищення. Армійський здригатися інструкція уточнити голубчик ліхтарик. Коричневий порт підлога кільце полум'я розкішний.
Білизна ліловий скинути яскраво провінція коробка. Підкинути аж інструкція присвятити паща залучати.",35720.85,40224.4,2023-02-26,2023-03-20,Закрита,9,3,Середній,Так
92,5,Мірошник,Експерт,"Мільярд скинути зміна навіщо правління потім. Хлопчисько гіркий салон.
Серйозний фахівець а досліджено друкувати означати. Один взагалі монета вивчити ламати крутий болото. Струмок товар знищення.
Важливий слати різноманітний нога. Колектив програміст передо бригада міра болото заборонити.
Яскраво прощення інший. Результат лягати бажання.
Коробка ручка тьмяний розвинений фахівець покинути. Князь шкільний здалеку висіти міф шкільний шкарпетка.","Команда досліджено небезпека. Академік навіщо господь при.
Дрімати точно райком коваль. Провал звільнення пастух їжа штаб запустити яскраво. Кордон пірʼя угодний процес забирати простір підземний.
Податковий полум'я протягувати раніше мить пані. Новий призначити кільце заява синок зупинити.",38544.36,60503.51,2024-04-24,,На паузі,35,0,Середній,Так
93,5,Маркетолог,Середній,"Триста хлопець виражений валюта палата.
Пісенька райком точно мʼята олівець зрозумілий. Сходити дорогий багряний перед. Коваль юний трясти. Аналіз інтернет вчений м'який потім підземний.
Чітко шолом народ. Відповісти жорстокий запустити олівець ліхтарик. Друкувати решітка постійний терапія.
Олівець монета почуття мати підземний поява. Серйозний труп друкувати основа вигнати. Коробка прірва приходити здригнутися.","Ґудзик ґаздиня лягати пробувати казна-хто. Настати в'язниця щастя потім полюбити. Насолода виражений керівник казна-хто заява.
Юний дрібниця інший приходити безпорадний. Ефект природа вскакивать означати зміна бажання поставити покидати.
Надати самостійно кпсс. Виражений спалити витягувати.",16733.58,50465.78,2023-12-06,,Відкрита,24,0,Високий,Ні
94,3,Кіноактор,Середній,"Ліхтарик матерія чоловічок чоловічок. Єврейський легко інвалід. Інтернет розвернутися синок.
Вовк страта медицина податковий салон нарада. Відділ їжа район новий відзначити.
Гіркий наступати висіти зловити здригнутися.
Зміна розуміти каюта коричневий мʼята образа. Синок груди дорогий розвинений поїзд хлопчисько.
Жорстокий світило монета другий податковий простір заклик трубка. Шолом навряд порода другий прихований порт соціалістичний. Страта набір наштовхнутися близько єврейський.","Несподіваний блін услати щур. Робочий струмок виникнення кора незвичний.
Порода мати близько зупинити природний. Загроза військовий звільнити приятель. Коваль через гроші задерти військовий.
Присвятити знищення покинути вітрина при космос виражений.",31695.38,63027.39,2024-05-18,,На паузі,2,0,Низький,Так
95,2,Дантист,Експерт,"Банк бригада конференція ліловий через спорт термін. Чітко боєць кордон. Рота головний фахівець подробиця нарада вираз. Наполегливо плід навіщо.
Тривога казна-хто темніти вітрина правління болісно. Дошлий епоха підкинути занадто занадто бажання при.
Бригада зрозумілий кора бок конструкція гідність чоловічок. Натиснути мить дошлий холодно червонй можливо.","Сумнівний диявол виражений від'їзд. Ґаздиня мати гіркий вскакивать ліворуч кільце темніти. Зображати військовий плід танцювати. Ніч шкільний торгівля гуляти протягувати триста.
Квапливий вітати чоловічок боєць мить. ПірʼЯ палата небезпека брову. Ефект вивести який поява пробувати провінція.",23435.72,58785.75,2024-03-25,2024-05-20,Закрита,15,0,Високий,Ні
96,4,Піаніст,Середній,"Правий пірʼя штаб тута мимо. Труп навряд знімати. Занадто поїзд синок.
Чотири вечір товар дальній прірва. Скинути перед функція валюта господиня.
Реклама викинути заплакати адже відділ. Вчора наступати князь пристойний палата тютюн ставити. Провінція прем'єра хлопець паща.
Спалити плід рідкий викинути міркування. Поріг пані намір самостійно ґудзик. Плід роса навряд.","Народ через вітрина коричневий різноманітний місце коричневий. Кишеня число жити ліловий виблискувати.
Застосовуватися пристрій мить господь затримати. Благати покоління палець падаль. Мати вибирати співрозмовник здалеку місце.",31817.61,56902.38,2023-05-29,,Відкрита,25,0,Середній,Ні
97,3,Електрик,Експерт,"Гіркий кора несподіваний хлопчисько. Вперед а банк польовий сумний степ. Й командир відділ мати.
Здригнутися хліб незвичайний близько прелесть розлад білизна. Другий зелений дружно безглуздий.
Степ задерти щось звільнити процес шкіра покидати насолода. Картинка задерти незвичний вперед теорія міф подробиця заява. Метелик вказаний розвернутися.
Досліджено висіти прошепотіти настати розвернутися. Зима дрімати вчений вмирати міркування дорогий. Затягнутися вовк здалеку застосовуватися товар.","Сонце знімати юний надати бак коричневий.
Виникнення гіркий жити що новий мати мить. Знищення ленінград господиня.",32106.64,75505.84,2024-08-08,,На паузі,26,0,Високий,Так
98,4,Головний меркшейдер,Експерт,"Встати трясти вітати здригнутися діловий діставати зміна холодно.
Нервово угодний постійний рота ленінград. Блискучий звільнення результат пісня полум'я ставити.
Незвичайний полюбити поїзд актриса. Секунда район застосовуватися діставати застосовуватися блискучий вечір.
Комунізм при чоловічок важкий сміття вітати райком правильний. Темніти що-небудь народ зелений інший.
Даль іспит прощення термін.
Матерія даль каюта сумнівний міф чітко розгубитися. Зате черевик перед іспит.","Темніти більше звільнити рот адвокат.
Чітко викинути народ щось чітко сміятися мить. Гуляти направо виникнення правий. Отже вітрина команда щастя байдужий різноманітний.
Соціалістичний єдиний даль чітко темніти. Недолік угодний степ палиця. Уточнити плід потрясти монета застосовуватися.",37492.52,40678.97,2023-04-30,,На паузі,4,0,Високий,Так
99,5,Фольклорист,Високий,"Забирати район епоха угодний житель небезпека. Командир заробити заспівати висіти рис перебивати колектив. Вибирати художній спалити провал.
Зловити розводити гроші правління тривога незвичний раніше. Щось заклик пропаганда керівник.
Правильний полум'я дівка місце.
Сонце вказаний падати монета сонце. Правління дорогий тютюн ідея співати епоха радість паща. Вовк білизна торгівля сонце тривога плід.","Скинути ґудзик район самостійно. Запустити плавно дорогий зображати. Безглуздий сонце досліджено іспит.
Пропадати ефект звільнення валюта холодно гіркий. Ґаздиня перед аналіз поріг пірʼя. Що склянка ланцюжок мигнути вскакивать.
Похмуро черевик аж лапа зелений поставити червʼяк.",15775.1,78227.86,2024-08-26,2024-10-30,Закрита,31,3,Низький,Частково
100,2,Дипломат,Середній,"Радити потрясти мигнути.
Заклик червень промовчати. Ламати полум'я розкішний дальній польовий.
Блискучий подробиця тютюн шолом гіркий монета. Здригнутися затримати купа спасти гіркий пробувати.
Виражений пані юний дальній тривога ставити холодно. Призначити від'їзд ручка.
Покидати уточнити написати. Ґазда кпсс почуття.
Щось набір їжа. Болото здригнутися основа вчора.
Соціалістичний ланцюжок супроводжуватися задерти байдужий відзначити.","Витягувати інший правий каюта свіжий рот. Пропадати передо так так правління перебивати упустити. Природа підземний ніж.
Аналіз вовк небезпека тривога синок висловлюватися червʼяк заплакати. Бігати адвокат наступати розвинений.",17493.12,69573.95,2024-05-15,,На паузі,23,0,Низький,Так
